timestamp,price,bid,ask,bid_size,ask_size
2024-01-01 09:00:26+00:00,1.0897263413598308,1.0873795871135248,1.0942532042984277,3,1
2024-01-01 09:00:27+00:00,1.0969541743644824,1.0863921278044844,1.0824769300660597,7,2
2024-01-01 09:00:28+00:00,1.0842843430430598,1.0844603984287244,1.0867311589017208,1,7
2024-01-01 09:00:29+00:00,1.083488075992919,1.079814876756784,1.0894957947499344,5,3
2024-01-01 09:00:30+00:00,1.0977757917662783,1.0850116274721129,1.0981442525215557,9,6
2024-01-01 09:00:31+00:00,1.0899140937156495,1.0945666187652623,1.0922699171529224,2,1
2024-01-01 09:00:32+00:00,1.0979030425062484,1.0877758457061895,1.0819045058615537,3,8
2024-01-01 09:00:33+00:00,1.0812605770574255,1.0848155069519743,1.0970373314665225,9,2
2024-01-01 09:00:34+00:00,1.0983287104435262,1.085095842682959,1.0820904297790297,3,1
2024-01-01 09:00:35+00:00,1.0883089063268445,1.090088751529878,1.099687331279838,8,2
2024-01-01 09:00:36+00:00,1.083107409748437,1.0850458535547816,1.0852343489208078,6,8
2024-01-01 09:00:37+00:00,1.093667653788704,1.0916159463973238,1.0907585228931411,7,5
2024-01-01 09:00:38+00:00,1.0959380536658851,1.0987890902745023,1.0824456193753262,5,9
2024-01-01 09:00:39+00:00,1.080947494551628,1.079823527955076,1.0922342477259552,7,3
2024-01-01 09:00:40+00:00,1.0997439194883738,1.0823747351139474,1.0909445740145696,3,8
2024-01-01 09:00:41+00:00,1.0939405377463236,1.0825821509057805,1.0892049706976268,5,4
2024-01-01 09:00:42+00:00,1.086428039833157,1.0879414063586403,1.0817114583406808,6,7
2024-01-01 09:00:43+00:00,1.083025875913908,1.0798283742410675,1.09857872757303,9,8
2024-01-01 09:00:44+00:00,1.0878506282935643,1.0885504315548502,1.0970527319762573,4,3
2024-01-01 09:00:45+00:00,1.0844113132111726,1.097578495161533,1.0936606004065799,8,3
2024-01-01 09:00:46+00:00,1.089883064471962,1.079231281773854,1.0924445996526786,8,1
2024-01-01 09:00:47+00:00,1.0956378541698066,1.0862987773437036,1.0948989286273967,6,8
2024-01-01 09:00:48+00:00,1.0932026077790111,1.0942178754422192,1.0838798003182872,8,2
2024-01-01 09:00:49+00:00,1.0887186980956347,1.0820898900066762,1.0996528849263296,5,7
2024-01-01 09:00:50+00:00,1.082378878491601,1.0805511800505307,1.0866934658300929,1,7
2024-01-01 09:00:51+00:00,1.0991431384473602,1.0916155707452528,1.09412980544886,4,7
2024-01-01 09:00:52+00:00,1.08540741050901,1.07919901818099,1.093135113622838,6,4
2024-01-01 09:00:53+00:00,1.0855566909175005,1.0950354098233943,1.093732279594312,9,7
2024-01-01 09:00:54+00:00,1.0929100444367708,1.0803370550713218,1.0985790424616422,4,8
2024-01-01 09:00:55+00:00,1.0954101924429422,1.089487085188407,1.0869182241330124,6,9
2024-01-01 09:00:56+00:00,1.099683055306347,1.0938025542045544,1.0959789637650532,5,7
2024-01-01 09:00:57+00:00,1.0993832852125562,1.0838402197749295,1.0929678212787834,9,6
2024-01-01 09:00:58+00:00,1.0982752104846416,1.0810708032384546,1.0825212066190928,6,5
2024-01-01 09:00:59+00:00,1.0887062713476672,1.0825124553283711,1.0892830936176394,3,7
2024-01-01 09:01:00+00:00,1.083333393195129,1.0960936714387002,1.097759031465315,2,2
2024-01-01 09:01:01+00:00,1.0916894240657327,1.0931156058330405,1.0873069477786117,3,5
2024-01-01 09:01:02+00:00,1.0803451301109355,1.082961960984302,1.0906452776662574,6,8
2024-01-01 09:01:03+00:00,1.083924976779908,1.0933224159426198,1.0907727713630733,8,6
2024-01-01 09:01:04+00:00,1.0800505879358953,1.0931723634041737,1.0933601973361173,8,6
2024-01-01 09:01:05+00:00,1.083610718251431,1.0989545019621192,1.0986803571958037,5,1
2024-01-01 09:01:06+00:00,1.0894951424679251,1.086831120470518,1.084470783975703,1,2
2024-01-01 09:01:07+00:00,1.0878664862218683,1.0962970698828554,1.0910923376528026,1,3
2024-01-01 09:01:08+00:00,1.0873859312985328,1.0879288537194562,1.0894853451857522,7,7
2024-01-01 09:01:09+00:00,1.0966190572786774,1.0969552044723394,1.086918401802012,2,6
2024-01-01 09:01:10+00:00,1.0934999260929137,1.080832009981979,1.0993921635390753,4,5
2024-01-01 09:01:11+00:00,1.0987286352574221,1.0825062526025049,1.0811634218481543,5,9
2024-01-01 09:01:12+00:00,1.0889068218135536,1.0959990872613339,1.0834420958526074,8,7
2024-01-01 09:01:13+00:00,1.0854445935095192,1.095386006482108,1.095666888998322,9,9
2024-01-01 09:01:14+00:00,1.0824536907606672,1.0851086758371398,1.0862688320937381,1,3
2024-01-01 09:01:15+00:00,1.093440547913703,1.090935966362669,1.0954635852218448,9,8
2024-01-01 09:01:16+00:00,1.0968348217694333,1.0866539944420406,1.0976450722143112,5,9
2024-01-01 09:01:17+00:00,1.0836747872852353,1.0792063469860704,1.0860923203366906,4,2
2024-01-01 09:01:18+00:00,1.0975750548902508,1.0795220825313425,1.0848388857572604,5,4
2024-01-01 09:01:19+00:00,1.0905255240339067,1.0800851273096315,1.083906012653623,9,2
2024-01-01 09:01:20+00:00,1.0828816126428191,1.0908814430865115,1.0850017722176488,8,7
2024-01-01 09:01:21+00:00,1.0928572664980352,1.0845845547061106,1.086343707782344,5,4
2024-01-01 09:01:22+00:00,1.0904010548307443,1.0818789659662977,1.0983749963308103,5,6
2024-01-01 09:01:23+00:00,1.0805636709462547,1.0978226221688778,1.0964000882650486,1,8
2024-01-01 09:01:24+00:00,1.0879848640945327,1.0814263733416243,1.0810368863383648,9,6
2024-01-01 09:01:25+00:00,1.0956957598588584,1.0924796343284975,1.0984823828419619,3,4
2024-01-01 09:01:26+00:00,1.0911084750684423,1.096883203656453,1.0825762459940396,1,6
2024-01-01 09:01:27+00:00,1.0856408225252507,1.082276593344769,1.0941053123509374,5,1
2024-01-01 09:01:28+00:00,1.0985728352676511,1.0832945936445744,1.0840294953643366,3,6
2024-01-01 09:01:29+00:00,1.0847555807608773,1.0904762706715192,1.0822455162102191,6,8
2024-01-01 09:01:30+00:00,1.0850547201386525,1.0891689737275758,1.0961954139504235,7,4
2024-01-01 09:01:31+00:00,1.0870927869256053,1.0894205483377253,1.0903440622771168,4,9
2024-01-01 09:01:32+00:00,1.0978907572251226,1.0900935618803618,1.092981250266223,4,6
2024-01-01 09:01:33+00:00,1.0901525079085104,1.0979980583192208,1.0895070603759491,2,6
2024-01-01 09:01:34+00:00,1.0936435811845167,1.080076760839339,1.0823434372501568,2,4
2024-01-01 09:01:35+00:00,1.0995252834502056,1.0942089704138964,1.0957923633257394,7,8
2024-01-01 09:01:36+00:00,1.0956659259378474,1.0836501284481346,1.0974070224233765,5,5
2024-01-01 09:01:37+00:00,1.0834520023730219,1.0864735534034475,1.081828410861774,5,1
2024-01-01 09:01:38+00:00,1.0957670785807996,1.0807858224593012,1.0885143439396787,2,7
2024-01-01 09:01:39+00:00,1.0949667429845205,1.0879125353830708,1.0921463307414032,7,8
2024-01-01 09:01:40+00:00,1.0846523398895447,1.0950843850455023,1.0931036684553384,2,6
2024-01-01 09:01:41+00:00,1.0865069966177523,1.080974806770659,1.092563058822826,5,7
2024-01-01 09:01:42+00:00,1.0942025647972615,1.084512071964406,1.0948588130780426,5,7
2024-01-01 09:01:43+00:00,1.0847678618813572,1.0864612341735405,1.1003363240483903,3,4
2024-01-01 09:01:44+00:00,1.0841637373800526,1.0810779840617528,1.0888117304225742,2,4
2024-01-01 09:01:45+00:00,1.0940694554426067,1.0942463361995387,1.0921324713391118,3,1
2024-01-01 09:01:46+00:00,1.0976119098563955,1.0947389405643484,1.09498157258928,5,2
2024-01-01 09:01:47+00:00,1.0815003336524425,1.0957178999555994,1.092848476441556,6,3
2024-01-01 09:01:48+00:00,1.0889181547051623,1.0906779240961264,1.0887350206001836,4,5
2024-01-01 09:01:49+00:00,1.0921435044065801,1.0891447764170874,1.0934815857589966,7,9
2024-01-01 09:01:50+00:00,1.0935255357166414,1.0842510489094248,1.0940022306088033,2,5
2024-01-01 09:01:51+00:00,1.0999239182474967,1.092103159345811,1.0926993695065268,6,6
2024-01-01 09:01:52+00:00,1.0936538392063344,1.087891269713111,1.0851022132150474,9,7
2024-01-01 09:01:53+00:00,1.092403082259943,1.0984155281215477,1.0911196271630486,5,4
2024-01-01 09:01:54+00:00,1.0997946830461802,1.098363589939489,1.098687136195214,4,8
2024-01-01 09:01:55+00:00,1.0812133628075637,1.0971041026363513,1.098372037560645,9,6
2024-01-01 09:01:56+00:00,1.081488737923062,1.0862017827602866,1.0960157584999202,6,1
2024-01-01 09:01:57+00:00,1.0912136505284817,1.0863594491070812,1.0949439102887444,4,6
2024-01-01 09:01:58+00:00,1.0871732922869919,1.0960534632808743,1.084065582755209,1,2
2024-01-01 09:01:59+00:00,1.0819339502749412,1.0935826986348294,1.090189293290089,9,4
2024-01-01 09:02:00+00:00,1.086128977921856,1.0930872193963608,1.08321902619495,3,4
2024-01-01 09:02:01+00:00,1.093487089748153,1.0845922202216822,1.0973456889927204,6,5
2024-01-01 09:02:02+00:00,1.0976122992737327,1.0956669722310894,1.086820864128795,1,2
2024-01-01 09:02:03+00:00,1.081886489533131,1.0905884114452589,1.096337317284982,6,6
2024-01-01 09:02:04+00:00,1.0908029012496823,1.0879373114847715,1.097291577830178,3,3
2024-01-01 09:02:05+00:00,1.0859223112959284,1.0963084424821614,1.0988499219482308,3,9
2024-01-01 09:02:06+00:00,1.0933465232658761,1.0868841952756423,1.0960766015697552,7,6
2024-01-01 09:02:07+00:00,1.0909890298891503,1.0920785162373552,1.0922945800101476,9,3
2024-01-01 09:02:08+00:00,1.0985342201204438,1.0883181036400829,1.0929636982945339,6,3
2024-01-01 09:02:09+00:00,1.0807536777389979,1.0908547561234212,1.0874116455364524,1,5
2024-01-01 09:02:10+00:00,1.0894007454988028,1.0798109294329696,1.0845399238278088,9,6
2024-01-01 09:02:11+00:00,1.0838551911070142,1.0882223032635276,1.0836127240964755,5,4
2024-01-01 09:02:12+00:00,1.090735634173285,1.0901298261499355,1.0846404704223354,2,5
2024-01-01 09:02:13+00:00,1.097071586881337,1.088854386694992,1.099679037748057,3,3
2024-01-01 09:02:14+00:00,1.0982263305557212,1.0959482074501363,1.0842886650840136,5,4
2024-01-01 09:02:15+00:00,1.087964633264344,1.0852224794958363,1.095474748898571,2,8
2024-01-01 09:02:16+00:00,1.0962356104653166,1.0966815306200908,1.0846925708662944,3,8
2024-01-01 09:02:17+00:00,1.0856101614945102,1.0870692393981378,1.1005057954043154,8,1
2024-01-01 09:02:18+00:00,1.0801260989263837,1.0928905346452131,1.088331690709514,6,4
2024-01-01 09:02:19+00:00,1.0971047811504595,1.0807344545601458,1.0892427285805815,2,2
2024-01-01 09:02:20+00:00,1.0823882448481323,1.0830030816713765,1.089090231575643,2,4
2024-01-01 09:02:21+00:00,1.080352222467259,1.0942233202228253,1.0973291836812042,1,5
2024-01-01 09:02:22+00:00,1.087075953267359,1.0792465737107728,1.0853658104948423,7,1
2024-01-01 09:02:23+00:00,1.0875875997924993,1.0983705547829419,1.0976204947181125,6,5
2024-01-01 09:02:24+00:00,1.0815444034154456,1.0828125780212643,1.0941411770888416,6,7
2024-01-01 09:02:25+00:00,1.0962836529296895,1.0970260797249025,1.0854056033559385,5,5
2024-01-01 09:02:26+00:00,1.0881118546041668,1.0893189005645256,1.0823081509168182,3,7
2024-01-01 09:02:27+00:00,1.089798472275392,1.0902915073379427,1.096499850828779,8,9
2024-01-01 09:02:28+00:00,1.0852925053590567,1.0806826357594204,1.0853792609163238,3,8
2024-01-01 09:02:29+00:00,1.0902301350469321,1.0863043750831474,1.0987813365944565,5,1
2024-01-01 09:02:30+00:00,1.0953346278123468,1.08212437721561,1.0835957055472947,8,2
2024-01-01 09:02:31+00:00,1.0981236543100104,1.0895186298872188,1.09332729129615,3,6
2024-01-01 09:02:32+00:00,1.099410592014703,1.090014642913439,1.0948433678744303,5,5
2024-01-01 09:02:33+00:00,1.0885344784920274,1.0931933389916861,1.0941540482911443,6,1
2024-01-01 09:02:34+00:00,1.0998006771753692,1.0965655631584637,1.087320596289925,1,2
2024-01-01 09:02:35+00:00,1.0858991142344536,1.0883635963253973,1.0985104704644093,2,3
2024-01-01 09:02:36+00:00,1.0801395187057012,1.083667207401612,1.096396106334975,7,5
2024-01-01 09:02:37+00:00,1.0953523408779529,1.0856714332288329,1.0912041268324255,9,7
2024-01-01 09:02:38+00:00,1.083568712970824,1.0959417962587787,1.0930658605587689,4,6
2024-01-01 09:02:39+00:00,1.0810490967624773,1.081917269701575,1.0923274245389474,5,3
2024-01-01 09:02:40+00:00,1.098480178451954,1.0915451215667735,1.0999339715469085,4,6
2024-01-01 09:02:41+00:00,1.0958362166099398,1.0792617176768562,1.0989282647355858,3,4
2024-01-01 09:02:42+00:00,1.0820532960307652,1.0839133865690849,1.0857099457031214,2,3
2024-01-01 09:02:43+00:00,1.0955382030476868,1.090828169950029,1.086255195554301,3,4
2024-01-01 09:02:44+00:00,1.09687999394854,1.0881282408000534,1.1006287614426487,2,8
2024-01-01 09:02:45+00:00,1.0981060333036514,1.0888709898048645,1.0857312140390574,8,1
2024-01-01 09:02:46+00:00,1.0908738813493273,1.092211241009192,1.100069586489652,1,3
2024-01-01 09:02:47+00:00,1.094068241410562,1.0836917204883714,1.0939950741019349,5,8
2024-01-01 09:02:48+00:00,1.0952447855792202,1.08461609880653,1.0820021887808213,1,9
2024-01-01 09:02:49+00:00,1.0937727787031222,1.092689164148557,1.0877145439892166,5,3
2024-01-01 09:02:50+00:00,1.092936672406112,1.0897658281508773,1.0905230814382578,3,9
2024-01-01 09:02:51+00:00,1.0909511850555578,1.0792917364851766,1.097661857829009,9,4
2024-01-01 09:02:52+00:00,1.0895839090839115,1.0924065559057088,1.087571708265507,1,4
2024-01-01 09:02:53+00:00,1.0999225003912967,1.0914018408150454,1.0872115662424908,1,7
2024-01-01 09:02:54+00:00,1.0867512156084431,1.0805721514759654,1.0994052651805732,8,6
2024-01-01 09:02:55+00:00,1.081765375408891,1.0939503898968197,1.0825806869080234,3,3
2024-01-01 09:02:56+00:00,1.0953007393000727,1.0894420291789413,1.0920304242943,7,8
2024-01-01 09:02:57+00:00,1.08427648755739,1.0830949456791392,1.091084785396962,5,5
2024-01-01 09:02:58+00:00,1.0906538671923742,1.0901871273623285,1.08214669520445,2,2
2024-01-01 09:02:59+00:00,1.0819160303320114,1.09090917028342,1.0827551844103862,7,3
2024-01-01 09:03:00+00:00,1.0923856772163358,1.0974023745838046,1.08863934865956,7,7
2024-01-01 09:03:01+00:00,1.0988801480780646,1.0938428885110234,1.0836832243868957,3,9
2024-01-01 09:03:02+00:00,1.0944540942521392,1.085038487089824,1.090561438088957,6,1
2024-01-01 09:03:03+00:00,1.0842906955645324,1.0813626593512837,1.0931777777081435,5,6
2024-01-01 09:03:04+00:00,1.0994227609057774,1.0960636814416156,1.0948279336900595,1,9
2024-01-01 09:03:05+00:00,1.086141738620491,1.095921353757509,1.0919294013184153,1,7
2024-01-01 09:03:06+00:00,1.0887322997298272,1.0825062002944792,1.0885932003178662,2,3
2024-01-01 09:03:07+00:00,1.089962340407456,1.0802426237039577,1.0835951725320927,7,7
2024-01-01 09:03:08+00:00,1.0998143748674696,1.0932372929963208,1.0859497082961416,3,2
2024-01-01 09:03:09+00:00,1.0813778280143838,1.0934516366167297,1.089388433540317,9,2
2024-01-01 09:03:10+00:00,1.0939345658887114,1.0825428750741075,1.099482289668046,3,1
2024-01-01 09:03:11+00:00,1.0872386175138549,1.092364237191149,1.0850520116238878,4,3
2024-01-01 09:03:12+00:00,1.0815665063820488,1.0845784748939384,1.089266884618653,8,1
2024-01-01 09:03:13+00:00,1.0987006331526572,1.084212340559376,1.095646177147481,4,8
2024-01-01 09:03:14+00:00,1.0917971663828614,1.0854903586818068,1.0951040670400378,7,8
2024-01-01 09:03:15+00:00,1.0950703601517755,1.089407927330337,1.1003118518894788,5,4
2024-01-01 09:03:16+00:00,1.0848077087114256,1.0950890784665723,1.0848180259335936,6,1
2024-01-01 09:03:17+00:00,1.0952308184525885,1.0889728750177925,1.0813303922319992,8,2
2024-01-01 09:03:18+00:00,1.0965695088004643,1.0849608539124815,1.087446465219744,4,2
2024-01-01 09:03:19+00:00,1.0886165879442895,1.096679485974237,1.0839938522496544,6,2
2024-01-01 09:03:20+00:00,1.0914391294549595,1.0801017991488473,1.09196938104767,2,9
2024-01-01 09:03:21+00:00,1.0994374506985911,1.0949418296779616,1.0989755811050046,9,7
2024-01-01 09:03:22+00:00,1.0969345928341552,1.0946876351584371,1.0947645366594507,9,9
2024-01-01 09:03:23+00:00,1.0888970012213635,1.084070936203087,1.0837159771270024,6,2
2024-01-01 09:03:24+00:00,1.093291477175117,1.0829659036504056,1.0833218004879097,6,5
2024-01-01 09:03:25+00:00,1.0956846295360503,1.096494011229912,1.0992289962655086,7,1
2024-01-01 09:03:26+00:00,1.080486576411565,1.0901774258712065,1.090752190997848,4,2
2024-01-01 09:03:27+00:00,1.0917673197325055,1.0799202271526283,1.099473459839786,7,4
2024-01-01 09:03:28+00:00,1.0996905722682542,1.0968166503293428,1.0957243543108603,1,1
2024-01-01 09:03:29+00:00,1.0989436129965267,1.0859801196871135,1.100866969212708,7,8
2024-01-01 09:03:30+00:00,1.096648807895249,1.0858431310762005,1.0984245548532194,1,6
2024-01-01 09:03:31+00:00,1.0821242818626138,1.0918657587431975,1.0892842438452361,8,1
2024-01-01 09:03:32+00:00,1.099880829050323,1.0922262188559715,1.0961645565510318,6,9
2024-01-01 09:03:33+00:00,1.092190763062759,1.0860663224165683,1.090424563346399,1,1
2024-01-01 09:03:34+00:00,1.0844581649885898,1.0818655785579376,1.0856614458619822,1,4
2024-01-01 09:03:35+00:00,1.0934853737922865,1.0900453952673934,1.0858205851751273,4,5
2024-01-01 09:03:36+00:00,1.0971304712415937,1.0915035832935047,1.0889464428892361,7,9
2024-01-01 09:03:37+00:00,1.082246555216953,1.0962044473011794,1.0832293245202436,5,2
2024-01-01 09:03:38+00:00,1.0983287628657885,1.0886887997473014,1.084555325697773,5,9
2024-01-01 09:03:39+00:00,1.0984040856283799,1.0919139215913645,1.0910121736744018,8,1
2024-01-01 09:03:40+00:00,1.0802692881246265,1.0800881765563175,1.100078449547236,2,4
2024-01-01 09:03:41+00:00,1.098006382433268,1.0968904580041232,1.0925537268403445,4,7
2024-01-01 09:03:42+00:00,1.0989363583648033,1.085544316264134,1.0891699349837605,4,4
2024-01-01 09:03:43+00:00,1.080753835939607,1.0916444224868462,1.085854006397386,8,8
2024-01-01 09:03:44+00:00,1.085883326470161,1.0973210326262648,1.0849180260941287,6,7
2024-01-01 09:03:45+00:00,1.0874621501363226,1.0952105156872938,1.0941681405875778,9,6
2024-01-01 09:03:46+00:00,1.0869778094413278,1.0917540771495573,1.0979665063484332,9,5
2024-01-01 09:03:47+00:00,1.095180064745404,1.0930721565614017,1.0889771185287833,4,3
2024-01-01 09:03:48+00:00,1.0871620891844773,1.0974181023192995,1.0920131809274656,7,8
2024-01-01 09:03:49+00:00,1.099131576197895,1.095241863602936,1.0951345352249808,3,4
2024-01-01 09:03:50+00:00,1.0998998525060948,1.091197181210743,1.0821659115011115,6,8
2024-01-01 09:03:51+00:00,1.086336377414125,1.0921740541241924,1.0880179409487236,1,1
2024-01-01 09:03:52+00:00,1.0901760150641302,1.0819453684833042,1.0955950577952422,5,2
2024-01-01 09:03:53+00:00,1.0911541168060002,1.088403353595412,1.0946923805303854,6,2
2024-01-01 09:03:54+00:00,1.0915880565993412,1.0850199529536733,1.0820669544883217,5,6
2024-01-01 09:03:55+00:00,1.087484179883906,1.0876394126899982,1.0857563699674682,7,5
2024-01-01 09:03:56+00:00,1.0833198700391766,1.0922449374706151,1.0945991442889,4,7
2024-01-01 09:03:57+00:00,1.0810912108346227,1.081983021872035,1.0864283208471182,5,2
2024-01-01 09:03:58+00:00,1.0821269733129968,1.0793475192732251,1.0972882058787476,4,9
2024-01-01 09:03:59+00:00,1.0980258247518768,1.0869384880646547,1.0815900971839831,9,2
2024-01-01 09:04:00+00:00,1.0856075001324101,1.0854436862897612,1.084806940585869,2,1
2024-01-01 09:04:01+00:00,1.081536459664221,1.087408641194034,1.0866262596010112,1,2
2024-01-01 09:04:02+00:00,1.0924705939908872,1.0976244184073796,1.0995057966962016,4,3
2024-01-01 09:04:03+00:00,1.0815061430252257,1.0931416820242967,1.0969263791274133,6,6
2024-01-01 09:04:04+00:00,1.0814010587933807,1.0855491754919833,1.0986829017305864,8,7
2024-01-01 09:04:05+00:00,1.0924314101174246,1.082585576444734,1.0898095829435457,4,6
2024-01-01 09:04:06+00:00,1.0918279048839707,1.0913695658851388,1.0974512418255284,1,1
2024-01-01 09:04:07+00:00,1.0808295457389994,1.09215152503019,1.098069871436935,9,9
2024-01-01 09:04:08+00:00,1.089209556688739,1.0886724536775567,1.0889991364775,3,8
2024-01-01 09:04:09+00:00,1.0887153661581208,1.083255215492443,1.100889236954885,6,2
2024-01-01 09:04:10+00:00,1.0909337825940513,1.0795711052167305,1.0980247725843173,8,1
2024-01-01 09:04:11+00:00,1.0947568942087358,1.0843132139493454,1.1004819393748957,5,7
2024-01-01 09:04:12+00:00,1.085656000951244,1.0881434099858036,1.0983299421729034,7,3
2024-01-01 09:04:13+00:00,1.0886556056716763,1.0947586857288498,1.0965240728051122,9,3
2024-01-01 09:04:14+00:00,1.0958548536872195,1.0960750765769034,1.0998768774692909,1,9
2024-01-01 09:04:15+00:00,1.0984511278092115,1.0872586911933393,1.0893963848916917,8,2
2024-01-01 09:04:16+00:00,1.0978264594609977,1.0949224810936706,1.0966666686699371,2,5
2024-01-01 09:04:17+00:00,1.089552619041881,1.098867056471023,1.0852578241183222,1,4
2024-01-01 09:04:18+00:00,1.090417315940042,1.0933322074970446,1.0956558770944216,4,1
2024-01-01 09:04:19+00:00,1.0905821088430432,1.093571980632028,1.0967070656610478,6,6
2024-01-01 09:04:20+00:00,1.0973743113941499,1.0971907300309967,1.0953304881976718,8,6
2024-01-01 09:04:21+00:00,1.0967987901387601,1.085762882568338,1.0979962613071432,1,1
2024-01-01 09:04:22+00:00,1.086230650570907,1.0792241078611493,1.089266708936992,1,7
2024-01-01 09:04:23+00:00,1.0832569937884409,1.098739545433514,1.0918953626415098,2,6
2024-01-01 09:04:24+00:00,1.0875794912298422,1.0888093615534205,1.0812133482139055,9,4
2024-01-01 09:04:25+00:00,1.0857681276649882,1.0947135518632465,1.0839210632601204,4,7
2024-01-01 09:04:26+00:00,1.0990156144962984,1.0952498227521859,1.0938838785125564,7,3
2024-01-01 09:04:27+00:00,1.0853183135887732,1.0869503335416006,1.0922463439929009,3,6
2024-01-01 09:04:28+00:00,1.0836241336345387,1.0898254609344464,1.084946650270828,1,6
2024-01-01 09:04:29+00:00,1.0979895812511844,1.0897983105212534,1.0858692958832057,1,6
2024-01-01 09:04:30+00:00,1.0817295720871214,1.083404320186885,1.087881644038469,9,3
2024-01-01 09:04:31+00:00,1.0852053210285293,1.0813527786778858,1.0953282942588702,4,5
2024-01-01 09:04:32+00:00,1.0887822238800118,1.0898714460988526,1.093194332053266,3,1
2024-01-01 09:04:33+00:00,1.0919021475631938,1.0814028645370293,1.0823914252835058,5,6
2024-01-01 09:04:34+00:00,1.0865534579274663,1.0859217744771903,1.096198782980247,1,7
2024-01-01 09:04:35+00:00,1.0899246799384201,1.0827216666328188,1.0862531912604405,3,5
2024-01-01 09:04:36+00:00,1.0839766237286121,1.0931383221656554,1.0944351935680883,4,5
2024-01-01 09:04:37+00:00,1.0914854824045097,1.0964401770699996,1.0834672568932309,6,6
2024-01-01 09:04:38+00:00,1.0881563361655933,1.0905582921970436,1.1009584255343834,9,7
2024-01-01 09:04:39+00:00,1.0969851937453692,1.087203116143432,1.0826067034137543,3,4
2024-01-01 09:04:40+00:00,1.0883146826677732,1.0989328528164262,1.09583468056802,4,7
2024-01-01 09:04:41+00:00,1.0888763083576412,1.0794241827049307,1.091826607185062,5,5
2024-01-01 09:04:42+00:00,1.0918434997868482,1.0850868216840783,1.0827187838256827,8,7
2024-01-01 09:04:43+00:00,1.082463400081539,1.08457346305294,1.081536209151015,9,1
2024-01-01 09:04:44+00:00,1.0831359035341257,1.0861240719611585,1.0882533143503335,3,2
2024-01-01 09:04:45+00:00,1.0958047549445449,1.08361191482317,1.0970444786401428,3,2
2024-01-01 09:04:46+00:00,1.085468375582791,1.0842852567086292,1.0818230248056278,7,7
2024-01-01 09:04:47+00:00,1.0936939385785691,1.0841535421983466,1.095087973266561,9,9
2024-01-01 09:04:48+00:00,1.081948539399544,1.0891148810150486,1.0941075255252848,1,7
2024-01-01 09:04:49+00:00,1.0964369332063604,1.0868211055406887,1.0863107535354553,1,6
2024-01-01 09:04:50+00:00,1.0997645622183791,1.091785602039698,1.0825498407146978,2,3
2024-01-01 09:04:51+00:00,1.0874738189041557,1.0892880231973536,1.0993064392110812,6,5
2024-01-01 09:04:52+00:00,1.090110602038298,1.0826684370473947,1.0870069960547344,3,2
2024-01-01 09:04:53+00:00,1.0888542395967962,1.0952008995786902,1.0832276646357353,8,9
